county_id,county_name,j,k,direct_h2_revenue,sensitivity_h2_revenue,h2_revenue_diff,h2_revenue_diff_pct,direct_pv_revenue,sensitivity_pv_revenue,pv_revenue_diff,pv_revenue_diff_pct,direct_other_revenue,sensitivity_other_revenue,other_revenue_diff,other_revenue_diff_pct,direct_total_revenue,sensitivity_total_revenue,total_revenue_diff,total_revenue_diff_pct
2,惠水县,0,1,8146018.280268573,8146018.280268573,0.0,0.0,0,53687351.72839507,53687351.72839507,inf,112432.02313912354,112432.02313912354,0.0,0.0,8258450.303407697,61945802.031802766,53687351.72839507,650.0899049576162
2,惠水县,0,2,8146018.280268573,8146018.280268573,0.0,0.0,0,53687351.72839507,53687351.72839507,inf,112432.02313912354,112432.02313912354,0.0,0.0,8258450.303407697,61945802.031802766,53687351.72839507,650.0899049576162
2,惠水县,1,0,9544418.085048012,9544418.085048012,0.0,0.0,0,53687351.72839507,53687351.72839507,inf,112432.02313912354,112432.02313912354,0.0,0.0,9656850.108187135,63344201.836582206,53687351.728395075,555.9509687623568
2,惠水县,1,1,9544418.085048012,9544418.085048012,0.0,0.0,0,53687351.72839507,53687351.72839507,inf,112432.02313912354,112432.02313912354,0.0,0.0,9656850.108187135,63344201.836582206,53687351.728395075,555.9509687623568
2,惠水县,1,2,9544418.085048012,9544418.085048012,0.0,0.0,0,53687351.72839507,53687351.72839507,inf,112432.02313912354,112432.02313912354,0.0,0.0,9656850.108187135,63344201.836582206,53687351.728395075,555.9509687623568
2,惠水县,3,0,21213589.271532744,21213589.271532744,0.0,0.0,0,53687351.72839507,53687351.72839507,inf,112432.02313912354,112432.02313912354,0.0,0.0,21326021.294671867,75013373.02306694,53687351.728395075,251.74574753804836
2,惠水县,3,1,21213589.271532744,21213589.271532744,0.0,0.0,0,53687351.72839507,53687351.72839507,inf,112432.02313912354,112432.02313912354,0.0,0.0,21326021.294671867,75013373.02306694,53687351.728395075,251.74574753804836
2,惠水县,3,2,21213589.271532744,21213589.271532744,0.0,0.0,0,53687351.72839507,53687351.72839507,inf,112432.02313912354,112432.02313912354,0.0,0.0,21326021.294671867,75013373.02306694,53687351.728395075,251.74574753804836
3,绿春县,0,0,10518631.833469683,10518631.833469683,0.0,0.0,0,66227935.68148351,66227935.68148351,inf,145179.03311820136,145179.03311820136,0.0,0.0,10663810.866587885,76891746.5480714,66227935.681483515,621.0531723606475
3,绿春县,0,1,10518631.833469683,10518631.833469683,0.0,0.0,0,66227935.68148351,66227935.68148351,inf,145179.03311820136,145179.03311820136,0.0,0.0,10663810.866587885,76891746.5480714,66227935.681483515,621.0531723606475
