County_storage,LCOE_storage,NPV_storage,IRR_storage,ROI_storage,poverty_storage,mean_value_day_count
延川县,0.2972015429854275,607.2432799575005,0.04946683180362934,0.038480921344505724,,
龙陵县,0.3036043412168574,476.8800756393311,0.04546363425782153,0.03699555451644888,,
昌宁县,0.3040291805859822,466.5944201221123,0.045142915088659884,0.03687684236342344,,
施甸县,0.29970274411274905,572.8951046051959,0.048432897962095094,0.03810113489381563,,
互助土族自治县,0.29575386149241306,-1829.438443457145,-0.031070349960215442,0.009797550513334492,,
化隆回族自治县,0.2874850837543025,-1681.2257046090076,-0.024592651727239193,0.011454328006382755,,
民和回族土族自治县,0.30709919493081617,-2016.959203468591,-0.03991563661823569,0.00766452345232258,,
循化撒拉族自治县,0.30178365767817356,-1931.2504306246205,-0.03577466892383666,0.008644625025952766,,
措勤县,0.23720820462717096,214.80467087684255,0.035642483728045064,0.031142527839696232,,
靖远县,0.2987225810180878,12.049690194657614,0.030352622553969876,0.030058153417691996,,
改则县,0.2500316281911875,-193.8228310718994,0.02467741000240212,0.02715567315464601,,
会宁县,0.3168707108891837,-404.4458827234896,0.017614777154677137,0.025626239009283003,,
景泰县,0.2909016009817164,211.31910454434168,0.03606091493241363,0.03213241122458286,,
噶尔县,0.239065116354993,152.10271728064538,0.03402174005467092,0.030539883873536282,,
札达县,0.239065116354993,152.10271728064538,0.03402174005467092,0.030539883873536282,,
革吉县,0.2387242441128045,163.51777388639894,0.03431837422753868,0.030649839172400384,,
日土县,0.25376805148714376,-302.9548411301837,0.021575233878553243,0.0260666719192737,,
普兰县,0.24088757291802276,91.78388022092159,0.032442425193802076,0.02995706307730217,,
寿县,0.3418949000972417,524.9153149916992,0.049330993588561016,0.039603669518573435,,
边坝县,0.30632793997747554,-1493.9008122403563,-0.019004336082451206,0.013465847609753358,,
吉县,0.3055366903738754,349.0182567611296,0.04140907386380461,0.035479819855862293,,
泗县,0.3291270475379718,792.71774153775,0.058676351479310274,0.04304152096712493,,
灵璧县,0.32898574003376735,795.8048270020965,0.058782357674043814,0.0430810457899761,,
