name,ROI_优化模型,ROI_直接计算,j,k,差异,相对差异(%)
石城县,0.0403923401659201,0.04039234016592018,2,1,-7.632783294297951e-17,-1.8896610750812308e-13
会昌县,0.0397115692213376,0.03971156922133763,2,1,-2.7755575615628914e-17,-6.9892920778148e-14
寻乌县,0.0414618855851516,0.04146188558515166,2,1,-6.245004513516506e-17,-1.506203691747432e-13
于都县,0.0389745425958845,0.038974542595884565,2,1,-6.245004513516506e-17,-1.6023291352689112e-13
兴国县,0.0380944028281646,0.03809440282816469,2,1,-9.020562075079397e-17,-2.36794946380158e-13
宁都县,0.0399549069648878,0.03995490696488781,2,1,-6.938893903907228e-18,-1.7366812817271973e-14
拜泉县,0.0533195982272882,0.05331959822728827,0,0,-6.938893903907228e-17,-1.301377755010163e-13
克东县,0.0521564689246788,0.052156468924678845,0,0,-4.163336342344337e-17,-7.98239686884626e-14
安远县,0.0390046712915378,0.03900467129153786,2,1,-6.245004513516506e-17,-1.601091435135712e-13
富裕县,0.0562283239987885,0.0562283239987885,0,0,0.0,0.0
甘南县,0.0564768946270065,0.05647689462700656,0,0,-5.551115123125783e-17,-9.829002036651123e-14
泰来县,0.0569059658662954,0.056905965866295496,0,0,-9.71445146547012e-17,-1.7071059804687078e-13
龙江县,0.0569692092046388,0.05696920920463885,0,0,-4.85722573273506e-17,-8.526054338032744e-14
赤水市,0.0036208807604225,0.003620880760422518,2,1,-1.7780915628762273e-17,-4.910660362835984e-13
松潘县,0.0496062058103465,0.04960620581034651,2,1,-1.3877787807814457e-17,-2.7975910636809732e-14
茂县,0.0368235055796292,0.03682350557962929,2,1,-9.020562075079397e-17,-2.449674992396585e-13
理县,0.0438413700370904,0.04384137003709049,2,1,-9.020562075079397e-17,-2.0575456623385309e-13
汶川县,0.0256404964059653,0.025640496405965375,2,1,-7.632783294297951e-17,-2.9768469273949587e-13
黑水县,0.052018038777844,0.052018038777844056,2,1,-5.551115123125783e-17,-1.0671519445077886e-13
小金县,0.0541865592271475,0.054186559227147525,2,1,-2.7755575615628914e-17,-5.1222251442980235e-14
金川县,0.0572240769917968,0.05722407699179686,2,1,-5.551115123125783e-17,-9.700663453115271e-14
九寨沟县,0.0448152229343942,0.04481522293439423,2,1,-2.7755575615628914e-17,-6.193336504486605e-14
兰考县,0.0201413383228598,0.020141338322859813,2,1,-1.3877787807814457e-17,-6.890201428205784e-14
大同区,0.0548036383397794,0.05480363833977949,0,0,-9.020562075079397e-17,-1.6459786883404376e-13
阿坝县,0.0627358044349189,0.06273580443491891,2,1,-1.3877787807814457e-17,-2.2121000810966e-14
壤塘县,0.0606460721220208,0.06064607212202085,2,1,-4.85722573273506e-17,-8.009134908130975e-14
红原县,0.0640292046972185,0.06402920469721851,2,1,-1.3877787807814457e-17,-2.1674153026638048e-14
若尔盖县,0.0648991929529977,0.06489919295299773,2,1,-2.7755575615628914e-17,-4.27672122760147e-14
临泉县,0.0362578143228972,0.036257814322897264,2,1,-6.245004513516506e-17,-1.722388574749997e-13
阜南县,0.0361276086340879,0.03612760863408791,2,1,-1.3877787807814457e-17,-3.841324774183969e-14
颍上县,0.0367300526035323,0.03673005260353233,2,1,-2.7755575615628914e-17,-7.556639222716404e-14
甘谷县,0.0221978471747328,0.022197847174732888,2,1,-8.673617379884035e-17,-3.9074137737811543e-13
武山县,0.0235394631097543,0.02353946310975432,2,1,-2.0816681711721685e-17,-8.843312022310159e-14
江华瑶族自治县,0.02753891556238,0.02753891556238004,2,1,-3.8163916471489756e-17,-1.3858176944201886e-13
张家川回族自治县,0.0213254381629218,0.021325438162921838,2,1,-3.8163916471489756e-17,-1.7895958891876221e-13
清水县,0.0199140117432102,0.019914011743210225,2,1,-2.42861286636753e-17,-1.2195497811713287e-13
秦安县,0.0206635054855252,0.020663505485525268,2,1,-6.938893903907228e-17,-3.3580429558614365e-13
新田县,0.0280299542537316,0.02802995425373166,2,1,-5.898059818321144e-17,-2.1041988741511873e-13
四子王旗,0.0287389191913649,0.028738919191364943,2,1,-4.163336342344337e-17,-1.4486753362650036e-13
南郑区,0.0091647020073002,0.009164702007300273,2,1,-7.28583859910259e-17,-7.949891434875845e-13
察哈尔右翼后旗,0.0275986072331603,0.0275986072331603,2,1,0.0,0.0
察哈尔右翼中旗,0.0281052458737832,0.02810524587378328,2,1,-7.979727989493313e-17,-2.8392308059958464e-13
察哈尔右翼前旗,0.0264038596679193,0.026403859667919326,2,1,-2.42861286636753e-17,-9.197946424924735e-14
兴和县,0.0256990240728602,0.025699024072860288,2,1,-8.673617379884035e-17,-3.3750765613873623e-13
商都县,0.0277167857334333,0.0277167857334333,2,1,0.0,0.0
淮滨县,0.0167915038758993,0.01679150387589935,2,1,-4.85722573273506e-17,-2.8926686785372335e-13
商城县,0.0157643048712852,0.015764304871285217,2,1,-1.734723475976807e-17,-1.100412285946472e-13
新县,0.0155350277645794,0.015535027764579445,2,1,-4.5102810375396984e-17,-2.903297699810579e-13
潢川县,0.0163118465398599,0.016311846539859964,2,1,-6.245004513516506e-17,-3.8285086230158457e-13
固始县,0.0163891448881207,0.016389144888120787,2,1,-8.673617379884035e-17,-5.292294039191065e-13
光山县,0.0155843234383221,0.015584323438322157,2,1,-5.724587470723463e-17,-3.673298679522135e-13
佛坪县,0.0163728400009062,0.01637284000090621,2,1,-1.0408340855860843e-17,-6.357077242118508e-14
马尔康市,0.0571757622150058,0.057175762215005865,2,1,-6.245004513516506e-17,-1.0922468318013074e-13
麦积区,0.0159104651335824,0.015910465133582474,2,1,-7.28583859910259e-17,-4.579274419654931e-13
化德县,0.0275029337953785,0.027502933795378513,2,1,-1.3877787807814457e-17,-5.045929976439978e-14
卓资县,0.026328292436919,0.02632829243691901,2,1,-1.0408340855860843e-17,-3.953291266723277e-14
西乡县,0.0106518452147456,0.010651845214745614,2,1,-1.3877787807814457e-17,-1.3028529356212471e-13
勉县,0.0114246146102516,0.011424614610251693,2,1,-9.194034422677078e-17,-8.04756636116807e-13
城固县,0.0117581351697764,0.011758135169776418,2,1,-1.734723475976807e-17,-1.4753389469750356e-13
洋县,0.0138054202984504,0.013805420298450433,2,1,-3.2959746043559335e-17,-2.3874496633223724e-13
林甸县,0.0554696840920284,0.05546968409202844,0,0,-4.163336342344337e-17,-7.505606730042025e-14
镇赉县,0.0580695826913953,0.05806958269139535,0,0,-5.551115123125783e-17,-9.559419692451719e-14
通榆县,0.058489836579436,0.058489836579436016,0,0,-1.3877787807814457e-17,-2.372683635210162e-14
镇巴县,0.0099373053561356,0.009937305356135694,2,1,-9.367506770274758e-17,-9.426606544289073e-13
留坝县,0.0143414629211459,0.014341462921145975,2,1,-7.45931094670027e-17,-5.201220396910682e-13
宁强县,0.0083952761343777,0.008395276134377716,2,1,-1.5612511283791264e-17,-1.8596781134881052e-13
略阳县,0.0100708443405432,0.010070844340543205,2,1,-5.204170427930421e-18,-5.167561181518288e-14
阿图什市,0.0195323441834633,0.019532344183463335,0,0,-3.469446951953614e-17,-1.7762573295687425e-13
青河县,0.0212183446333081,0.021218344633308166,0,0,-6.591949208711867e-17,-3.1067217177554685e-13
吉木乃县,0.0132210150542648,0.013221015054264817,2,1,-1.734723475976807e-17,-1.3120955303785258e-13
勐腊县,0.0284852630404666,0.028485263040466623,2,1,-2.42861286636753e-17,-8.5258572579e-14
勐海县,0.0322105620924216,0.03221056209242169,2,1,-9.020562075079397e-17,-2.800498187270597e-13
贵德县,0.0157145315601421,0.01571453156014211,2,1,-1.0408340855860843e-17,-6.623386014420093e-14
同德县,0.0158923149194947,0.0158923149194947,2,1,0.0,0.0
共和县,0.0196542991642083,0.019654299164208366,2,1,-6.591949208711867e-17,-3.3539477310471563e-13
贵南县,0.0170528012331965,0.017052801233196514,2,1,-1.3877787807814457e-17,-8.138127934546442e-14
兴海县,0.0160855458267421,0.01608554582674212,2,1,-1.734723475976807e-17,-1.0784361902676875e-13
巴州区,0.0215566729932295,0.021556672993229543,2,1,-4.163336342344337e-17,-1.931344574207692e-13
利辛县,0.0375822903691965,0.03758229036919651,2,1,-1.3877787807814457e-17,-3.6926402492991956e-14
永登县,0.0320237960455103,0.03202379604551035,2,1,-5.551115123125783e-17,-1.7334344483198873e-13
皋兰县,0.0315513576457125,0.031551357645712576,2,1,-7.632783294297951e-17,-2.41916160312523e-13
榆中县,0.0291220686433955,0.02912206864339556,2,1,-5.898059818321144e-17,-2.0252887562843975e-13
颍东区,0.0368008692966438,0.036800869296643876,2,1,-7.632783294297951e-17,-2.074076900948108e-13
巴宜区,0.0037659042060564,0.0037659042060564363,2,1,-3.642919299551295e-17,-9.673425292371075e-13
昭阳区,0.0236346758930359,0.023634675893035917,2,1,-1.734723475976807e-17,-7.33973879662108e-14
石楼县,0.0341139544790686,0.034113954479068655,2,1,-5.551115123125783e-17,-1.6272271004324017e-13
乌恰县,0.0220473166308254,0.022047316630825483,0,0,-8.326672684688674e-17,-3.776728399249606e-13
方山县,0.037041438041513,0.03704143804151302,2,1,-2.0816681711721685e-17,-5.6198362732008534e-14
岚县,0.0405681348587035,0.040568134858703524,0,0,-2.0816681711721685e-17,-5.1312888266184744e-14
中阳县,0.0352291498783022,0.035229149878302245,2,1,-4.163336342344337e-17,-1.1817873427903948e-13
临县,0.0371975419351252,0.037197541935125276,2,1,-7.632783294297951e-17,-2.051959053533693e-13
兴县,0.0381129003084318,0.0381129003084318,0,0,0.0,0.0
察隅县,0.0009269535744957,0.0009269535744957147,2,1,-1.463672932855431e-17,-1.5790142819738355e-12
城关区,0.0297224160665386,0.029722416066538603,2,1,-3.469446951953614e-18,-1.1672829504124686e-14
朗县,0.0120321373818276,0.012032137381827634,2,1,-3.2959746043559335e-17,-2.7393093178389955e-13
工布江达县,0.0096163689989129,0.009616368998912949,2,1,-4.85722573273506e-17,-5.050997661678882e-13
太白县,0.0187250528745994,0.018725052874599447,2,1,-4.85722573273506e-17,-2.593971704786955e-13
米林市,0.0050860653702898,0.005086065370289827,2,1,-2.688821387764051e-17,-5.286643391315338e-13
墨脱县,-0.0082195256041205,-0.008219525604120505,0,0,5.204170427930421e-18,-6.331472981021599e-14
波密县,0.0018825754730714,0.0018825754730714462,2,1,-4.618701254788249e-17,-2.4533950010794408e-12
阿克陶县,0.0220473166308254,0.022047316630825483,0,0,-8.326672684688674e-17,-3.776728399249606e-13
阿合奇县,0.0177928601308872,0.0177928601308872,0,0,0.0,0.0
千阳县,0.0223501717805435,0.02235017178054355,2,1,-4.85722573273506e-17,-2.1732386580417297e-13
麟游县,0.0241998948420205,0.024199894842020564,2,1,-6.245004513516506e-17,-2.5805915911141543e-13
彝良县,0.0092742318439028,0.009274231843902848,2,1,-4.85722573273506e-17,-5.237334815959278e-13
威信县,0.0032776885446137,0.0032776885446137104,2,1,-1.0408340855860843e-17,-3.1755124729483744e-13
陇县,0.0237376494317851,0.023737649431785135,2,1,-3.469446951953614e-17,-1.4615798257210604e-13
绥江县,-0.0057747580596865,-0.005774758059686596,0,0,9.540979117872439e-17,-1.6521868135875188e-12
扶风县,0.0214961143495746,0.021496114349574623,2,1,-2.42861286636753e-17,-1.1297915645929697e-13
镇雄县,0.0070188532826679,0.007018853282667936,2,1,-3.642919299551295e-17,-5.190191549589685e-13
大关县,0.0069855696317521,0.006985569631752131,2,1,-3.122502256758253e-17,-4.469932190733974e-13
永善县,0.0094061454517011,0.00940614545170113,2,1,-3.122502256758253e-17,-3.3196406251548435e-13
巧家县,0.0264930166893337,0.026493016689333782,2,1,-8.326672684688674e-17,-3.1429688745264836e-13
盐津县,0.0002966088352787,0.00029660883527871107,2,1,-1.1058862159352145e-17,-3.728433156402974e-12
鲁甸县,0.0255264890959055,0.025526489095905547,2,1,-4.5102810375396984e-17,-1.7669022248199217e-13
黄平县,0.0078263187630532,0.007826318763053253,2,1,-5.377642775528102e-17,-6.871228911496753e-13
三穗县,0.0080818281412885,0.00808182814128855,2,1,-5.0306980803327406e-17,-6.224703114672588e-13
施秉县,0.0075790001894005,0.007579000189400553,2,1,-5.2909066017292616e-17,-6.981008668041392e-13
岑巩县,0.0075081619667779,0.0075081619667779044,2,1,-4.336808689942018e-18,-5.776125647171061e-14
镇远县,0.0076271112011722,0.0076271112011722765,2,1,-7.632783294297951e-17,-1.0007436751577457e-12
锦屏县,0.0082238416045059,0.008223841604505988,2,1,-8.847089727481716e-17,-1.0757855212865773e-12
天柱县,0.0087163616687449,0.008716361668744965,2,1,-6.418476861114186e-17,-7.363711035683031e-13
剑河县,0.0075329260159163,0.0075329260159163304,2,1,-3.0357660829594124e-17,-4.0299958828018996e-13
海伦市,0.050777136873471,0.050777136873471,0,0,0.0,0.0
平江县,0.0297918228480918,0.029791822848091832,2,1,-3.122502256758253e-17,-1.0481071509722169e-13
黎平县,0.0091784275068666,0.009178427506866694,2,1,-9.367506770274758e-17,-1.020600398408835e-12
台江县,0.0082687347222651,0.008268734722265114,2,1,-1.3877787807814457e-17,-1.6783447859859282e-13
从江县,0.0089568125102751,0.008956812510275103,2,1,-3.469446951953614e-18,-3.873528610734593e-14
榕江县,0.0082598231524774,0.008259823152477442,2,1,-4.163336342344337e-17,-5.040466684926045e-13
麻江县,0.0083367236164617,0.00833672361646175,2,1,-5.0306980803327406e-17,-6.034382704494474e-13
雷山县,0.0069120391689879,0.006912039168987949,2,1,-4.85722573273506e-17,-7.027196481362313e-13
丹寨县,0.0076376093898179,0.007637609389817934,2,1,-3.382710778154774e-17,-4.429017779652922e-13
尼勒克县,0.0140465049832139,0.01404650498321396,2,1,-5.898059818321144e-17,-4.198951856970486e-13
通渭县,0.0238456601658298,0.02384566016582986,2,1,-6.245004513516506e-17,-2.6189270794294953e-13
渭源县,0.0274343503719715,0.02743435037197154,2,1,-4.163336342344337e-17,-1.5175633050884388e-13
陇西县,0.0266231369662274,0.02662313696622748,2,1,-7.979727989493313e-17,-2.997290664738689e-13
富川瑶族自治县,0.0280591470741793,0.028059147074179336,2,1,-3.469446951953614e-17,-1.2364762702093244e-13
漳县,0.0262595424552962,0.026259542455296225,2,1,-2.42861286636753e-17,-9.248496505611081e-14
临洮县,0.0289532546137968,0.02895325461379681,2,1,-1.0408340855860843e-17,-3.5948776725436104e-14
岷县,0.026265017197935,0.02626501719793507,2,1,-6.938893903907228e-17,-2.641876779145135e-13
昭平县,0.0280749759092403,0.028074975909240307,2,1,-6.938893903907228e-18,-2.4715582753620218e-14
察布查尔锡伯自治县,0.0126201795025599,0.012620179502559937,2,1,-3.642919299551295e-17,-2.8865827929090453e-13
巨鹿县,0.0397182554862067,0.03971825548620679,2,1,-9.020562075079397e-17,-2.2711375322644834e-13
平乡县,0.0391690112045575,0.039169011204557555,2,1,-5.551115123125783e-17,-1.4172211532569596e-13
威县,0.0401772848756254,0.04017728487562548,2,1,-8.326672684688674e-17,-2.072482675338833e-13
南江县,0.0232172609642984,0.023217260964298436,2,1,-3.469446951953614e-17,-1.4943394732430496e-13
平昌县,0.0210149533859108,0.021014953385910883,2,1,-8.326672684688674e-17,-3.9622608395939393e-13
通江县,0.0241247282996154,0.02412472829961545,2,1,-4.85722573273506e-17,-2.0133804917556252e-13
新河县,0.0403948371730901,0.04039483717309017,2,1,-6.938893903907228e-17,-1.7177675142430608e-13
广宗县,0.0398969703490192,0.039896970349019234,2,1,-3.469446951953614e-17,-8.6960160673927e-14
西秀区,0.0121690813915961,0.012169081391596193,2,1,-9.367506770274758e-17,-7.697792847982622e-13
平坝区,0.0109823616296136,0.010982361629613635,2,1,-3.469446951953614e-17,-3.159108276491594e-13
武川县,0.0283088928633548,0.028308892863354817,2,1,-1.734723475976807e-17,-6.12783934839912e-14
普定县,0.0109128629366136,0.010912862936613699,2,1,-9.8879238130678e-17,-9.060797217467903e-13
镇宁布依族苗族自治县,0.0135818056449362,0.013581805644936296,2,1,-9.540979117872439e-17,-7.024823773287907e-13
关岭布依族苗族自治县,0.0138822309461027,0.013882230946102792,2,1,-9.194034422677078e-17,-6.622879606579483e-13
紫云苗族布依族自治县,0.012369377746366,0.012369377746366006,2,1,-6.938893903907228e-18,-5.609735627926637e-14
临城县,0.0406843026374258,0.04068430263742586,2,1,-6.245004513516506e-17,-1.5349911657995752e-13
巴里坤哈萨克自治县,0.0256705936320868,0.02567059363208682,0,0,-1.734723475976807e-17,-6.757628985285712e-14
茶陵县,0.0297234652439508,0.029723465243950854,2,1,-5.204170427930421e-17,-1.7508626215745635e-13
炎陵县,0.0284104049774525,0.028410404977452584,2,1,-8.326672684688674e-17,-2.9308532177900983e-13
望奎县,0.0510596744087344,0.0510596744087344,0,0,0.0,0.0
兰西县,0.0509589560651636,0.05095895606516365,0,0,-4.85722573273506e-17,-9.531642929505646e-14
青冈县,0.0526372377592521,0.052637237759252185,0,0,-8.326672684688674e-17,-1.5818977285192123e-13
明水县,0.0535341811746675,0.0535341811746675,0,0,0.0,0.0
南皮县,0.0428944273109173,0.042894427310917395,2,1,-9.71445146547012e-17,-2.2647350890257996e-13
盐山县,0.0433333826194145,0.04333338261941451,2,1,-6.938893903907228e-18,-1.6012813873427966e-14
泸水市,0.0256166663075921,0.025616666307592174,2,1,-7.28583859910259e-17,-2.844179063590035e-13
屏山县,0.0114646535684651,0.011464653568465188,2,1,-8.847089727481716e-17,-7.716840002751261e-13
兰坪白族普米族自治县,0.031119823016828,0.03111982301682804,2,1,-4.163336342344337e-17,-1.3378406233522002e-13
贡山独龙族怒族自治县,0.0176607666067778,0.01766076660677781,2,1,-1.0408340855860843e-17,-5.89348191253847e-14
福贡县,0.0192677477687129,0.01926774776871294,2,1,-3.8163916471489756e-17,-1.980714971443653e-13
融安县,0.0224259655192317,0.02242596551923178,2,1,-8.326672684688674e-17,-3.712960620379082e-13
奈曼旗,0.0260752099821382,0.026075209982138203,2,1,-3.469446951953614e-18,-1.3305537920232368e-14
库伦旗,0.0254265948609778,0.02542659486097789,2,1,-9.020562075079397e-17,-3.547687814432134e-13
科尔沁左翼中旗,0.025005732026416,0.02500573202641603,2,1,-2.7755575615628914e-17,-1.10996852986779e-13
三江侗族自治县,0.0213752228800704,0.021375222880070453,2,1,-5.204170427930421e-17,-2.4346742287223666e-13
科尔沁左翼后旗,0.0237461505507824,0.02374615055078245,2,1,-5.204170427930421e-17,-2.191584870482909e-13
融水苗族自治县,0.0211487982466691,0.021148798246669143,2,1,-4.163336342344337e-17,-1.9685923964970665e-13
左权县,0.0324456149142951,0.03244561491429514,2,1,-3.469446951953614e-17,-1.0693115113145903e-13
和顺县,0.0347827408665258,0.034782740866525844,2,1,-4.163336342344337e-17,-1.1969546501009188e-13
海兴县,0.0439031093354326,0.04390310933543266,2,1,-5.551115123125783e-17,-1.2644013618064343e-13
丹江口市,0.0374959054245692,0.03749590542456928,2,1,-7.632783294297951e-17,-2.0356311463535304e-13
乃东区,0.0191054654856212,0.01910546548562129,2,1,-8.673617379884035e-17,-4.5398618455079106e-13
宜章县,0.0334421205843073,0.033442120584307324,2,1,-2.0816681711721685e-17,-6.224689507725144e-14
桂东县,0.0308991257290494,0.03089912572904947,2,1,-6.938893903907228e-17,-2.2456602703757746e-13
汝城县,0.0304274731128624,0.030427473112862445,2,1,-4.5102810375396984e-17,-1.4823054878103207e-13
安仁县,0.0284421781389094,0.028442178138909445,2,1,-4.5102810375396984e-17,-1.5857720233351424e-13
横山区,0.0395034648801423,0.039503464880142364,0,0,-6.245004513516506e-17,-1.5808751289195773e-13
虞城县,0.0199685677462215,0.019968567746221577,2,1,-7.632783294297951e-17,-3.822398977884738e-13
柘城县,0.0193773827691371,0.01937738276913712,2,1,-2.0816681711721685e-17,-1.0742772622976192e-13
民权县,0.0200753097104972,0.02007530971049728,2,1,-7.979727989493313e-17,-3.974896579214792e-13
宁陵县,0.019937771905195,0.019937771905195033,2,1,-3.469446951953614e-17,-1.7401377488171617e-13
睢县,0.0197118254619721,0.019711825461972178,2,1,-7.632783294297951e-17,-3.87218490191232e-13
班玛县,0.0122826642503526,0.012282664250352637,2,1,-3.642919299551295e-17,-2.9659031829732756e-13
玛沁县,0.0129007428916469,0.012900742891646954,2,1,-5.377642775528102e-17,-4.168475273629435e-13
玛多县,0.0167733723498032,0.016773372349803216,2,1,-1.734723475976807e-17,-1.0342127032058396e-13
清涧县,0.0348492238994448,0.03484922389944487,2,1,-6.938893903907228e-17,-1.991118632635535e-13
久治县,0.0123850578489919,0.01238505784899191,2,1,-8.673617379884035e-18,-7.00329177759152e-14
子洲县,0.0369793806356737,0.0369793806356737,2,1,0.0,0.0
达日县,0.0130952697683269,0.013095269768326978,2,1,-7.806255641895632e-17,-5.961126253982427e-13
甘德县,0.013763342558556,0.013763342558556092,2,1,-9.194034422677078e-17,-6.680088345953094e-13
康定市,0.0561665867540327,0.056166586754032743,2,1,-4.163336342344337e-17,-7.412478811604856e-14
沐川县,0.0097139188911038,0.009713918891103878,2,1,-7.806255641895632e-17,-8.036154850999109e-13
吴堡县,0.0357879989843977,0.03578799898439773,2,1,-3.469446951953614e-17,-9.694442412011264e-14
马边彝族自治县,0.009742838466231,0.009742838466231007,2,1,-6.938893903907228e-18,-7.122045518826632e-14
米脂县,0.0377635506951343,0.037763550695134374,2,1,-7.632783294297951e-17,-2.0212038205616598e-13
佳县,0.0384214993901911,0.038421499390191106,2,1,-6.938893903907228e-18,-1.8059924818235247e-14
定边县,0.0391841584067478,0.039184158406747896,0,0,-9.71445146547012e-17,-2.4791782854259785e-13
绥德县,0.0362474287867087,0.036247428786708745,2,1,-4.163336342344337e-17,-1.1485880465736525e-13
郧西县,0.0392336871235995,0.0392336871235995,2,1,0.0,0.0
丹巴县,0.0554683706663075,0.05546837066630759,2,1,-9.020562075079397e-17,-1.626253298361013e-13
房县,0.0380413808118973,0.038041380811897355,2,1,-5.551115123125783e-17,-1.459230712621684e-13
泸定县,0.0336242049259312,0.0336242049259312,2,1,0.0,0.0
竹溪县,0.0357774807209585,0.03577748072095853,2,1,-2.7755575615628914e-17,-7.75783399398763e-14
竹山县,0.0365518801448198,0.03655188014481982,2,1,-2.0816681711721685e-17,-5.695105594909282e-14
古浪县,0.0359626808403792,0.035962680840379256,2,1,-5.551115123125783e-17,-1.5435765614261258e-13
炉霍县,0.0643132464206462,0.0643132464206462,2,1,0.0,0.0
天祝藏族自治县,0.0321979112059041,0.03219791120590413,2,1,-2.7755575615628914e-17,-8.620303173747301e-14
道孚县,0.0615428562201161,0.061542856220116106,2,1,-6.938893903907228e-18,-1.1274897413095947e-14
雅江县,0.0647243098872142,0.06472430988721425,2,1,-5.551115123125783e-17,-8.576553589831878e-14
九龙县,0.0544605832066446,0.05446058320664467,2,1,-6.938893903907228e-17,-1.274113036501714e-13
滑县,0.0207518635439213,0.020751863543921334,2,1,-3.469446951953614e-17,-1.6718724776743675e-13
新龙县,0.0634092455193438,0.0634092455193438,2,1,0.0,0.0
甘孜县,0.0636577595265849,0.06365775952658499,2,1,-9.71445146547012e-17,-1.526043570762671e-13
德格县,0.0619455918405225,0.06194559184052255,2,1,-4.85722573273506e-17,-7.841116031694187e-14
理塘县,0.0682026063016744,0.06820260630167443,2,1,-2.7755575615628914e-17,-4.069576973768448e-14
色达县,0.0635305627231707,0.06353056272317074,2,1,-4.163336342344337e-17,-6.55328107274248e-14
石渠县,0.0642547859036898,0.06425478590368985,2,1,-5.551115123125783e-17,-8.639224370689263e-14
白玉县,0.0631979643834365,0.06319796438343654,2,1,-4.163336342344337e-17,-6.587769689992577e-14
得荣县,0.0676317513825573,0.06763175138255735,2,1,-5.551115123125783e-17,-8.207853574168198e-14
稻城县,0.0661964725630233,0.06619647256302337,2,1,-6.938893903907228e-17,-1.0482271388858292e-13
乡城县,0.0680174277774943,0.06801742777749435,2,1,-5.551115123125783e-17,-8.161312923042554e-14
巴塘县,0.0662278704306967,0.0662278704306967,2,1,0.0,0.0
英吉沙县,0.0133509113540408,0.013350911354040873,2,1,-7.28583859910259e-17,-5.457184461716474e-13
泽普县,0.0130884756990258,0.013088475699025881,2,1,-8.153200337090993e-17,-6.229297073682768e-13
莎车县,0.0140418367248303,0.014041836724830304,2,1,-3.469446951953614e-18,-2.4707928314096973e-14
叶城县,0.0191137616195672,0.01911376161956722,0,0,-2.0816681711721685e-17,-1.0890939275088135e-13
鄱阳县,0.0424124189182334,0.042412418918233476,2,1,-7.632783294297951e-17,-1.7996576212767128e-13
麦盖提县,0.0137588064553268,0.013758806455326822,2,1,-2.0816681711721685e-17,-1.5129714760732284e-13
余干县,0.0414882932511188,0.04148829325111884,2,1,-3.469446951953614e-17,-8.362472109792205e-14
岳普湖县,0.012978851334057,0.01297885133405705,2,1,-5.0306980803327406e-17,-3.8760734296508793e-13
伽师县,0.0137556089943637,0.013755608994363743,2,1,-4.336808689942018e-17,-3.1527565894894167e-13
横峰县,0.0400637492320949,0.04006374923209498,2,1,-7.632783294297951e-17,-1.9051595121764953e-13
鹤庆县,0.0366196987712285,0.036619698771228545,2,1,-4.85722573273506e-17,-1.3263969654909607e-13
剑川县,0.0357637431374282,0.035763743137428285,2,1,-8.326672684688674e-17,-2.328244180899078e-13
洱源县,0.0357865639862222,0.035786563986222264,2,1,-6.245004513516506e-17,-1.7450696065486524e-13
霍邱县,0.0357994809616118,0.03579948096161184,2,1,-4.163336342344337e-17,-1.1629599733048438e-13
金寨县,0.0351024505906609,0.03510245059066094,2,1,-3.469446951953614e-17,-9.883774191186146e-14
舒城县,0.033386233028609,0.033386233028609026,2,1,-2.7755575615628914e-17,-8.313479269088207e-14
疏附县,0.0174209292713867,0.017420929271386783,0,0,-8.326672684688674e-17,-4.779694903167375e-13
疏勒县,0.0130722515554889,0.013072251555488945,2,1,-4.5102810375396984e-17,-3.4502709945524753e-13
喀什市,0.0141908038004418,0.014190803800441885,0,0,-8.500145032286355e-17,-5.98989680346484e-13
广信区,0.039168266448475,0.039168266448475,2,1,0.0,0.0
堆龙德庆区,0.0178375629059697,0.017837562905969773,2,1,-7.28583859910259e-17,-4.0845482297720206e-13
裕安区,0.0343406007346048,0.03434060073460486,2,1,-6.245004513516506e-17,-1.818548417885842e-13
达孜区,0.0197179887107219,0.019717988710721935,2,1,-3.469446951953614e-17,-1.7595338971195645e-13
七星关区,0.0115508466460972,0.011550846646097212,2,1,-1.214306433183765e-17,-1.0512705002399574e-13
靖西市,0.0276815211975745,0.02768152119757459,2,1,-9.020562075079397e-17,-3.2586944953985275e-13
刚察县,0.0195023613296174,0.019502361329617423,2,1,-2.42861286636753e-17,-1.245291698436177e-13
海晏县,0.0193873021215439,0.019387302121543926,2,1,-2.7755575615628914e-17,-1.4316368229897152e-13
加查县,0.0148915420683355,0.014891542068335529,2,1,-2.949029909160572e-17,-1.980338836386334e-13
隆子县,0.0094382867534666,0.009438286753466673,2,1,-7.28583859910259e-17,-7.71945035090877e-13
琼结县,0.0193028394168665,0.019302839416866592,2,1,-9.367506770274758e-17,-4.852916489627708e-13
曲松县,0.0190690945753629,0.019069094575362943,2,1,-4.163336342344337e-17,-2.1832899962242155e-13
措美县,0.0209301972985458,0.020930197298545818,0,0,-1.734723475976807e-17,-8.288137236514878e-14
洛扎县,0.0129245591309051,0.012924559130905188,2,1,-8.847089727481716e-17,-6.845177183898341e-13
淳化县,0.0264817266997518,0.02648172669975183,2,1,-3.122502256758253e-17,-1.1791158077269617e-13
扎囊县,0.0206028156705439,0.020602815670543978,0,0,-7.632783294297951e-17,-3.7047282353793065e-13
平山县,0.0443673337708286,0.04436733377082861,2,1,-1.3877787807814457e-17,-3.127929183100712e-14
贡嘎县,0.0222497662941049,0.02224976629410493,0,0,-2.7755575615628914e-17,-1.2474547035122228e-13
桑日县,0.018272444406738,0.01827244440673801,2,1,-1.0408340855860843e-17,-5.696195114443878e-14
祁连县,0.0178672461777258,0.017867246177725827,2,1,-2.7755575615628914e-17,-1.5534333237222845e-13
